170,0,0,0,4,0,4,0,0,0,
4,0,109,0,62,0,4,3,0,0,
11,0,158,0,5,0,0,3,0,0,
154,0,17,0,0,0,0,12,0,0,
0,0,4,0,165,0,2,10,0,0,
93,0,84,0,4,0,1,0,0,0,
2,0,0,0,3,0,176,0,0,0,
0,0,3,0,4,0,0,172,0,0,
44,0,113,0,14,0,1,2,0,0,
146,0,4,0,20,0,0,10,0,0,
