177,0,0,0,1,0,0,0,0,0,
0,150,20,4,0,0,2,0,3,3,
0,7,157,0,0,0,0,2,11,0,
0,0,1,147,0,1,0,4,11,19,
0,7,0,0,170,0,1,0,3,0,
0,0,0,0,1,169,1,0,0,11,
1,5,0,0,1,1,171,0,2,0,
0,0,0,0,1,0,0,169,3,6,
0,22,0,2,0,1,1,0,139,9,
0,1,0,3,1,2,0,3,3,167,
